date,symbol,qty,price,side,fee,slip
2014-01-31,NVO,6769.0,19.838800000000003,LONG,33.84558041036679,0.0038288972489669715
2014-01-31,SBS,11923.0,8.8712,LONG,59.615724063651285,0.0040531725298260345
2014-01-31,PKG,2078.0,64.6127,LONG,10.392060177083984,0.012736234887836154
2014-01-31,RIOT,1295.0,17.950400000000002,LONG,6.47286414616626,0.04354527844864859
2014-01-31,TTC,4184.0,31.6919,LONG,20.919360311434893,0.01193103084274526
2014-01-31,BMA,1317.0,14.0877,LONG,6.5833297505357455,0.014567187293728339
2014-01-31,OHI,601.0,31.942300000000003,LONG,3.006818808294899,0.0022753337539439676
2014-01-31,BBY,624.0,22.9419,LONG,3.121527587107534,0.0032842458218087125
2014-01-31,TPL,6119.0,10.5375,LONG,30.596097476968023,0.008947275444466548
2014-01-31,MPLX,278.0,45.1985,LONG,1.3924917344155312,0.01629506248159071
2014-01-31,NFLX,1057.0,5.8478,LONG,5.286549057198821,0.0002806722752062735
2014-01-31,GMED,1745.0,23.4095,LONG,8.726520219661621,0.009532237790670412
2014-02-28,AMP,394.0,109.0,LONG,1.9692870655549295,0.010031199231917361
2014-02-28,AXON,1075.0,19.2335,LONG,5.37420362442932,0.0034989059711434413
2014-02-28,BBY,624.0,25.9481,SHORT,3.12,0.0015876382534264835
2014-02-28,BMA,1317.0,18.0916,SHORT,6.585,0.022258281153984236
2014-02-28,BTG,236.0,2.8706,LONG,1.1820280762736466,0.0005799273944149997
2014-02-28,DLTR,1470.0,54.7761,LONG,7.349958813954768,0.006091224459697045
2014-02-28,GMED,1745.0,23.655,SHORT,8.725,0.005013683798404819
2014-02-28,MNST,611.0,12.3339,LONG,3.053184861437897,0.0005964463626405667
2014-02-28,MPLX,278.0,47.912800000000004,SHORT,1.3900000000000001,0.019104145535695567
2014-02-28,NFLX,1057.0,6.3659,SHORT,5.285,0.00022908980266432696
2014-02-28,NVO,64.0,23.7663,LONG,1.0,0.0012923782223369562
2014-02-28,OHI,601.0,31.9572,SHORT,3.005,0.0027797284222617832
2014-02-28,PKG,2078.0,72.8636,SHORT,10.39,0.026433124672614047
2014-02-28,RIOT,1311.0,18.4985,LONG,6.552560159291852,0.020906144514484876
2014-02-28,ROL,18730.0,8.6777,LONG,93.65144427924895,0.007537822718117679
2014-02-28,SBS,4178.0,9.0068,LONG,20.891130928039388,0.00366191868868226
2014-02-28,TPL,4605.0,14.158900000000001,SHORT,23.023705388274216,0.01877797988585208
2014-02-28,TTC,4184.0,33.106,SHORT,20.92,0.008993121777152453
2014-02-28,UI,1477.0,49.421600000000005,LONG,7.387240506933581,0.01159758346256294
2014-03-31,AMP,5.0,110.06660000000001,SHORT,1.0,0.003352983498739584
2014-03-31,AXON,860.0,18.2938,LONG,4.302218783377534,0.0038202583955295496
2014-03-31,BTG,236.0,2.6894,SHORT,1.1800000000000002,0.000630216171366181
2014-03-31,DLTR,1470.0,52.176500000000004,SHORT,7.350000000000001,0.00348240757171177
2014-03-31,IPGP,34.0,71.08550000000001,LONG,1.0,0.005537796256868518
2014-03-31,MNST,1923.0,11.576,LONG,9.613620019668877,0.0009769619215884212
2014-03-31,NVO,1360.0,22.8217,SHORT,6.801098447732529,0.0032643613731135144
2014-03-31,RIOT,1049.0,18.7285,SHORT,5.246912177090086,0.03443526509692099
2014-03-31,ROL,4503.0,8.7771,SHORT,22.517159441422265,0.0033819580465718506
2014-03-31,SBS,5699.0,8.9914,SHORT,28.493215333759803,0.001994860553879479
2014-03-31,TPL,809.0,13.485700000000001,SHORT,4.04293929633753,0.004442463622486617
2014-03-31,TTC,1381.0,31.599700000000002,LONG,6.9074390247887365,0.00474983866478664
2014-03-31,UI,327.0,45.441,SHORT,1.6331581676692994,0.008963413147363647
2014-04-30,AMP,604.0,111.6435,LONG,3.0189049302607693,0.013546375709676893
2014-04-30,AXON,1935.0,16.145300000000002,SHORT,9.675,0.004690613588127219
2014-04-30,BCPC,1169.0,62.032300000000006,LONG,5.845006134519961,0.08226730896727351
2014-04-30,DLTR,764.0,52.0751,LONG,3.8176143853145192,0.005112162573020464
2014-04-30,IPGP,34.0,64.6249,SHORT,1.0,0.005071882131983322
2014-04-30,MNST,2534.0,11.158100000000001,SHORT,12.67,0.0018810989704806744
2014-04-30,NVO,172.0,22.6936,SHORT,1.0,0.0014163597368300653
2014-04-30,PKG,504.0,66.6365,LONG,2.5223680851713826,0.006487555110117699
