date,symbol,qty,price,side,fee,slip
2014-01-31,A,1304.0,41.586200000000005,LONG,6.517734246335138,0.003939887627246551
2014-01-31,NVMI,5042.0,10.7649,LONG,25.211389712650217,0.014855889428098306
2014-01-31,NVR,47.0,1153.539,LONG,1.0,0.1290238648632786
2014-01-31,NVS,809.0,67.0233,LONG,4.043985238780837,0.004650642306416374
2014-01-31,NXPI,1121.0,48.3557,LONG,5.605427909224195,0.005665901119350541
2014-01-31,NXST,1128.0,48.0707,LONG,5.640425377960248,0.020734817613111363
2014-01-31,NYT,3833.0,14.1448,LONG,19.16707492298372,0.004834321149162345
2014-01-31,O,1373.0,39.4942,LONG,6.862964788055384,0.003587864005725497
2014-01-31,OC,1421.0,38.1562,LONG,7.104126852188463,0.006154345026644726
2014-01-31,ODFL,2998.0,18.084300000000002,LONG,14.99017170904007,0.004254773921612284
2014-01-31,OGE,1591.0,34.074000000000005,LONG,7.954870543322272,0.0039922020617205334
2014-01-31,OHI,1697.0,31.9432,LONG,8.485361284000934,0.0031589624492262564
2014-01-31,OKE,904.0,59.9636,LONG,4.5200554585063974,0.0036466690173490622
2014-01-31,OLED,1669.0,32.4986,LONG,8.344286927678258,0.018571242054607418
2014-01-31,OMC,747.0,72.5868,LONG,3.734120135174839,0.006819441455882944
2014-01-31,ON,6484.0,8.361600000000001,LONG,32.418952082654286,0.0016092925301234556
2014-01-31,ONB,3872.0,14.0044,LONG,19.35874567221356,0.004386689761399294
2014-01-31,ONTO,3200.0,16.9546,LONG,15.99896336546575,0.014643738406268878
2014-01-31,OPCH,1592.0,34.0583,LONG,7.961881298795236,0.018271916675993097
2014-01-31,ORCL,1469.0,36.901900000000005,LONG,7.344781555853383,0.0018509941504732676
2014-02-28,A,1304.0,40.703500000000005,SHORT,6.5200000000000005,0.006402075193570493
2014-02-28,AAON,4268.0,13.291300000000001,LONG,21.339576188696093,0.011293149992870434
2014-02-28,AIZ,864.0,65.6386,LONG,4.317992521718339,0.008631688508982722
2014-02-28,AX,2435.0,23.285600000000002,LONG,12.17571854781416,0.010579678514073411
